auction_ID,lot,num_uniq_bidders,uniq_bidders
s1_08_magnificent-jewels-6?locale=en,93,4,"[frozenset({'Lana'}), frozenset({'Carol', 'Carolyn Franklin', 'Frank', 'Carolyn'}), frozenset({'phone'}), frozenset({'Advanced'})]"
s1_08_magnificent-jewels-6?locale=en,59,2,"[frozenset({'online'}), frozenset({'David Webb', 'the David Webb'})]"
s1_18_art-contemporain-evening-sale-2?locale=en_,18,1,[frozenset({'Olivia'})]
s1_23_important-watches-3,404,1,[frozenset({'online'})]
s1_12_important-design-paris?locale=en,4,0,[]
s1_23_important-watches-3,272,3,"[frozenset({'Jonathan'}), frozenset({'online'}), frozenset({'phone'})]"
s1_23_important-watches-3,387,0,[]
s1_08_magnificent-jewels-6?locale=en,69,5,"[frozenset({'Ben'}), frozenset({'Jenny'}), frozenset({'Paula'}), frozenset({'Don Gaston'}), frozenset({'phone'})]"
s1_08_magnificent-jewels-6?locale=en,160,4,"[frozenset({'online'}), frozenset({'gentleman'}), frozenset({'Kelsey'}), frozenset({'telephone', 'phone'})]"
s1_23_important-watches-3,258,1,[frozenset({'online'})]
s1_23_important-watches-3,303,2,"[frozenset({'online'}), frozenset({'phone'})]"
s1_10_modern-art-evening-sale-2?locale=en_contemporary-art-evening-sale-2,1024,2,"[frozenset({'Johnson'}), frozenset({'online'})]"
s1_28_master-paintings-sculpture-part-i_,33,1,[frozenset({'La Salle'})]
s1_10_modern-art-evening-sale-2?locale=en_contemporary-art-evening-sale-2,1040,9,"[frozenset({'Witty simonon'}), frozenset({'Jen'}), frozenset({'Helena', ""Helen O'Donnell""}), frozenset({'Debbie'}), frozenset({'Simon'}), frozenset({'Freeman'}), frozenset({'phone'}), frozenset({'Whitney Rasika'}), frozenset({'Justina'})]"
s1_12_important-design-paris?locale=en,13,0,[]
s1_22_surrealism-and-its-legacy?locale=en_,2,0,[]
s1_04_american-visionary-the-collection-of-mrs-john-l-marion?locale=en_contemporary-art-evening-auction?locale=en+impressionist-modern-art-evening-sale_,1013,3,"[frozenset({'phone'}), frozenset({""Tena ko'sah""}), frozenset({'Picasso'})]"
s1_23_important-watches-3,406,0,[]
s1_12_important-design-paris?locale=en,135,0,[]
s1_08_magnificent-jewels-6?locale=en,16,11,"[frozenset({'Carolyn'}), frozenset({'Kelly'}), frozenset({'Brian', 'Brad Pitt', 'Brad'}), frozenset({'Dylan'}), frozenset({""Patrick 's Day"", 'Patrick'}), frozenset({'Norah', 'Sure Nora'}), frozenset({'Bid'}), frozenset({'online', 'Yvonne'}), frozenset({'John'}), frozenset({'phone'}), frozenset({'Kathleen', 'Kathleen Smith'})]"
s1_10_modern-art-evening-sale-2?locale=en_contemporary-art-evening-sale-2,2105,7,"[frozenset({'Carrie'}), frozenset({'Maximilian'}), frozenset({'online'}), frozenset({'Timmy'}), frozenset({'Aries'}), frozenset({'David', 'David David'}), frozenset({'Ingrid'})]"
s1_29_british-art-modern-contemporary+modern-contemporary-art-evening-sale,143,1,"[frozenset({'Rudolf', 'Rudolf stingel'})]"
s1_08_magnificent-jewels-6?locale=en,95,2,"[frozenset({'Pearl'}), frozenset({'online'})]"
s1_28_master-paintings-sculpture-part-i_,30,0,[]
s1_23_important-watches-3,422,0,[]
s1_10_modern-art-evening-sale-2?locale=en_contemporary-art-evening-sale-2,2102,3,"[frozenset({'Lucy'}), frozenset({'online'}), frozenset({'Max'})]"
s1_12_important-design-paris?locale=en,88,1,[frozenset({'Timmy'})]
s1_29_british-art-modern-contemporary+modern-contemporary-art-evening-sale,120,4,"[frozenset({'Claudia'}), frozenset({'Fontana'}), frozenset({'Tanya'}), frozenset({'phone'})]"
s1_12_important-design-paris?locale=en,41,0,[]
s1_14_karl-karl-lagerfelds-estate?locale=en,54,4,"[frozenset({'online'}), frozenset({'Kat Von D'}), frozenset({'Mills Mall'}), frozenset({'Adult Amino'})]"
s1_10_modern-art-evening-sale-2?locale=en_contemporary-art-evening-sale-2,1037,2,"[frozenset({'online'}), frozenset({'phone'})]"
s1_29_british-art-modern-contemporary+modern-contemporary-art-evening-sale,135,2,"[frozenset({'Pond Mall'}), frozenset({'Simon'})]"
s1_28_master-paintings-sculpture-part-i_,46,7,"[frozenset({'Ross'}), frozenset({'Chris'}), frozenset({""Trader Joe's"", 'Joe'}), frozenset({'Alejandra'}), frozenset({'Lilia'}), frozenset({'Botticelli'}), frozenset({'sir'})]"
s1_04_american-visionary-the-collection-of-mrs-john-l-marion?locale=en_contemporary-art-evening-auction?locale=en+impressionist-modern-art-evening-sale_,119,5,"[frozenset({'Jones'}), frozenset({'Ativan'}), frozenset({'Pastor'}), frozenset({'Battle'}), frozenset({""Patsy O'Bannon""})]"
s1_23_important-watches-3,233,2,"[frozenset({'Powell'}), frozenset({'online'})]"
s1_08_magnificent-jewels-6?locale=en,45,10,"[frozenset({'El Diablo'}), frozenset({'Jenny'}), frozenset({'online'}), frozenset({'telephone', 'phone'}), frozenset({'Andres', 'Andres sartorio'}), frozenset({'Paula'}), frozenset({'Marvanne'}), frozenset({'B.'}), frozenset({'Don Gaston'}), frozenset({'Frank'})]"
s1_08_magnificent-jewels-6?locale=en,142,3,"[frozenset({'Frank', 'Frank Everett'}), frozenset({'online'}), frozenset({'telephone', 'phone'})]"
s1_23_important-watches-3,379,1,[frozenset({'Euros'})]
s1_12_important-design-paris?locale=en,117,1,"[frozenset({'Matt Dillon', ""Matt Dillon's""})]"
s1_30_past-forward?locale=en_modernites,25,2,"[frozenset({'Euros'}), frozenset({'Emil'})]"
s1_04_american-visionary-the-collection-of-mrs-john-l-marion?locale=en_contemporary-art-evening-auction?locale=en+impressionist-modern-art-evening-sale_,1021,1,[frozenset({'Thousand Oaks'})]
s1_28_master-paintings-sculpture-part-i_,35,0,[]
s1_12_important-design-paris?locale=en,52,4,"[frozenset({'Susan'}), frozenset({'Newsom'}), frozenset({'Alex 2026', 'Alex'}), frozenset({'Matic'})]"
s1_30_past-forward?locale=en_modernites,134,1,[frozenset({'Simon'})]
s1_12_important-design-paris?locale=en,22,2,"[frozenset({'Francisco'}), frozenset({'phone'})]"
s1_08_magnificent-jewels-6?locale=en,9,2,"[frozenset({'online'}), frozenset({'Brad'})]"
s1_23_important-watches-3,386,1,[frozenset({'Cassidy'})]
s1_08_magnificent-jewels-6?locale=en,197,3,"[frozenset({'sir'}), frozenset({'online'}), frozenset({'Samantha'})]"
s1_30_past-forward?locale=en_modernites,19,3,"[frozenset({'Leopard satin'}), frozenset({'Sylvia Miller'}), frozenset({'Boo'})]"
s1_12_important-design-paris?locale=en,162,4,"[frozenset({'Adams'}), frozenset({'online'}), frozenset({'Hunter'}), frozenset({'Suite'})]"
s1_14_karl-karl-lagerfelds-estate?locale=en,41,3,"[frozenset({'John Samuel'}), frozenset({'online'}), frozenset({'Call Jamin', 'Jamin'})]"
s1_08_magnificent-jewels-6?locale=en,120,1,[frozenset({'Lisa'})]
s1_08_magnificent-jewels-6?locale=en,122,3,"[frozenset({'sir'}), frozenset({'Johnson'}), frozenset({'lady'})]"
s1_14_karl-karl-lagerfelds-estate?locale=en,21,6,"[frozenset({""Papa John's""}), frozenset({'Love'}), frozenset({'Hey Jasmin', 'Jasmine Suzanne'}), frozenset({'Noodle Midtown'}), frozenset({'Elijah'}), frozenset({'Finesse'})]"
s1_22_surrealism-and-its-legacy?locale=en_,11,0,[]
s1_18_art-contemporain-evening-sale-2?locale=en_,24,1,[frozenset({'Bussa'})]
s1_08_magnificent-jewels-6?locale=en,60,5,"[frozenset({'George'}), frozenset({'Lovely'}), frozenset({'online'}), frozenset({'Frank', 'Frank 48'}), frozenset({'phone'})]"
s1_18_art-contemporain-evening-sale-2?locale=en_,25,0,[]
s1_08_magnificent-jewels-6?locale=en,156,2,"[frozenset({'sir'}), frozenset({'lady'})]"
s1_33_the-now-evening-auction?locale=en_contemporary-art-evening-auction-3?locale=en,12,13,"[frozenset({'Cody', 'telephone', 'Coney', 'phone', 'Courtney'}), frozenset({'Meredith'}), frozenset({'max'}), frozenset({'B.'}), frozenset({'Wilson'}), frozenset({'Billy', 'Billy 700090'}), frozenset({'Sanibel'}), frozenset({'Candace', 'Cassandra Spitta', 'Cassandra'}), frozenset({'sir'}), frozenset({'Lucy'}), frozenset({'Bunch'}), frozenset({'Skansie James', 'James New York', 'James', 'James 5 minutes', 'Skansie James 1397'}), frozenset({'Frankie Lymon', 'Frankie'})]"
s1_29_british-art-modern-contemporary+modern-contemporary-art-evening-sale,9,2,"[frozenset({'James'}), frozenset({'Craig'})]"
s1_14_karl-karl-lagerfelds-estate?locale=en,19,8,"[frozenset({'Evita'}), frozenset({'Fossil Rim'}), frozenset({'Adam'}), frozenset({'Bob'}), frozenset({'Jimmy De', 'Jimmy De Santa'}), frozenset({'Alessandra'}), frozenset({'Aster'}), frozenset({'34000 Agosto'})]"
s1_08_magnificent-jewels-6?locale=en,27,1,[frozenset({'Tiffany'})]
s1_04_american-visionary-the-collection-of-mrs-john-l-marion?locale=en_contemporary-art-evening-auction?locale=en+impressionist-modern-art-evening-sale_,112,8,"[frozenset({'Swan'}), frozenset({'Frankie'}), frozenset({'Craig'}), frozenset({'Lindsay'}), frozenset({'James Spader', 'James Herriot 7200000 dollars', 'James', 'James Herriot'}), frozenset({'Bobby'}), frozenset({'Sorry Greg'}), frozenset({'phone'})]"
s1_08_magnificent-jewels-6?locale=en,128,4,"[frozenset({'online'}), frozenset({'telephone', 'phone'}), frozenset({'Onyx'}), frozenset({'lady'})]"
s1_12_important-design-paris?locale=en,126,1,[frozenset({'phone'})]
s1_08_magnificent-jewels-6?locale=en,15,2,"[frozenset({'Bibb'}), frozenset({'phone'})]"
s1_08_magnificent-jewels-6?locale=en,70,3,"[frozenset({'Robin', 'Oz Robin'}), frozenset({'online'}), frozenset({'phone'})]"
s1_23_important-watches-3,336,1,[frozenset({'Nesbit'})]
s1_23_important-watches-3,409,1,"[frozenset({""Lost John's""})]"
s1_04_american-visionary-the-collection-of-mrs-john-l-marion?locale=en_contemporary-art-evening-auction?locale=en+impressionist-modern-art-evening-sale_,109,6,"[frozenset({'Darius'}), frozenset({'McRae'}), frozenset({'online'}), frozenset({'Elizabeth', 'Elizabeth Webb', 'Elizabeth Silva'}), frozenset({'Peyton List'}), frozenset({'Greg'})]"
s1_12_important-design-paris?locale=en,96,1,[frozenset({'Addison'})]
s1_33_the-now-evening-auction?locale=en_contemporary-art-evening-auction-3?locale=en,120,2,"[frozenset({'Banshee'}), frozenset({'Masterpiece'})]"
s1_23_important-watches-3,234,5,"[frozenset({'Lee'}), frozenset({'Patek'}), frozenset({'online'}), frozenset({'phone'}), frozenset({'Woodley'})]"
s1_33_the-now-evening-auction?locale=en_contemporary-art-evening-auction-3?locale=en,118,3,"[frozenset({'Pace'}), frozenset({'Debbie Downer'}), frozenset({'telephone', 'phone'})]"
s1_22_surrealism-and-its-legacy?locale=en_,6,1,[frozenset({'Chameleon'})]
s1_23_important-watches-3,372,1,[frozenset({'Pepsi Rolex'})]
s1_10_modern-art-evening-sale-2?locale=en_contemporary-art-evening-sale-2,1015,2,"[frozenset({'Jen'}), frozenset({'online'})]"
s1_04_american-visionary-the-collection-of-mrs-john-l-marion?locale=en_contemporary-art-evening-auction?locale=en+impressionist-modern-art-evening-sale_,5,8,"[frozenset({'Fuel Pizza'}), frozenset({'Jackie', ""Jackie 's B""}), frozenset({'Jacquees'}), frozenset({'telephone', 'phone'}), frozenset({'Eric Spade'}), frozenset({'Love Jones'}), frozenset({'Nick'}), frozenset({'Anakin Scenic'})]"
s1_08_magnificent-jewels-6?locale=en,64,4,"[frozenset({'online'}), frozenset({'Harry Winston'}), frozenset({'phone'}), frozenset({'Jonas'})]"
s1_08_magnificent-jewels-6?locale=en,133,0,[]
s1_22_surrealism-and-its-legacy?locale=en_,13,4,"[frozenset({'Smith'}), frozenset({'online'}), frozenset({'Messi Bookoo'}), frozenset({'Simon'})]"
s1_23_important-watches-3,265,3,"[frozenset({'Steve'}), frozenset({'online'}), frozenset({'Machu'})]"
s1_30_past-forward?locale=en_modernites,3,4,"[frozenset({'Whistle Song 2 d 2'}), frozenset({'Simon', 'Sonia'}), frozenset({'Circle'}), frozenset({'Ketosis'})]"
s1_04_american-visionary-the-collection-of-mrs-john-l-marion?locale=en_contemporary-art-evening-auction?locale=en+impressionist-modern-art-evening-sale_,133,6,"[frozenset({'Austin'}), frozenset({'Jones'}), frozenset({'Ed'}), frozenset({'Martin', 'Marina'}), frozenset({'Maximo', 'Max', 'Max 680'}), frozenset({'Mike'})]"
s1_12_important-design-paris?locale=en,55,3,"[frozenset({'online'}), frozenset({'Adam Adam', 'Adam Adam morning', 'Adam'}), frozenset({'Hello'})]"
s1_10_modern-art-evening-sale-2?locale=en_contemporary-art-evening-sale-2,1044,4,"[frozenset({'online'}), frozenset({'phone'}), frozenset({'Mitten'}), frozenset({'Justina'})]"
s1_29_british-art-modern-contemporary+modern-contemporary-art-evening-sale,131,2,"[frozenset({'Judy'}), frozenset({'Julian', 'Julianne'})]"
s1_33_the-now-evening-auction?locale=en_contemporary-art-evening-auction-3?locale=en,131,2,"[frozenset({'gentleman'}), frozenset({'Greg'})]"
s1_23_important-watches-3,232,2,"[frozenset({'B.'}), frozenset({'online'})]"
s1_10_modern-art-evening-sale-2?locale=en_contemporary-art-evening-sale-2,1055,1,[frozenset({'Janet'})]
s1_14_karl-karl-lagerfelds-estate?locale=en,46,9,"[frozenset({'Damier azur'}), frozenset({'Samuel Griffin'}), frozenset({'Azmi'}), frozenset({'Laura Callan'}), frozenset({'telephone', 'phone'}), frozenset({'Simmons'}), frozenset({'Resistol'}), frozenset({'Aquaman'}), frozenset({'Tom and Jerry', 'Tom'})]"
s1_23_important-watches-3,405,1,[frozenset({'Johnson'})]
s1_33_the-now-evening-auction?locale=en_contemporary-art-evening-auction-3?locale=en,119,2,"[frozenset({'White'}), frozenset({'Kevin'})]"
s1_12_important-design-paris?locale=en,142,2,"[frozenset({'Vermeil'}), frozenset({'online'})]"
s1_08_magnificent-jewels-6?locale=en,135,6,"[frozenset({'Olivier', '95090 Olivia', 'Olivia'}), frozenset({'Danielle Steel'}), frozenset({'online'}), frozenset({'telephone', 'phone'}), frozenset({'mm'}), frozenset({'Dennis'})]"
s1_29_british-art-modern-contemporary+modern-contemporary-art-evening-sale,30,1,"[frozenset({'Papa John', ""Papa John's""})]"
s1_12_important-design-paris?locale=en,40,2,"[frozenset({'Edna'}), frozenset({'Cuz'})]"
s1_30_past-forward?locale=en_modernites,122,1,[frozenset({'online'})]
s1_23_important-watches-3,384,1,[frozenset({'Jones'})]
s1_23_important-watches-3,361,2,"[frozenset({'online'}), frozenset({'telephone', 'phone'})]"
s1_12_important-design-paris?locale=en,73,2,"[frozenset({'Synonyms'}), frozenset({'online'})]"
s1_04_american-visionary-the-collection-of-mrs-john-l-marion?locale=en_contemporary-art-evening-auction?locale=en+impressionist-modern-art-evening-sale_,8,5,"[frozenset({'Nicholson Express'}), frozenset({'McAlister'}), frozenset({'David'}), frozenset({'Denison', 'Lisa', 'Lisa Dennison'}), frozenset({'phone'})]"
s1_33_the-now-evening-auction?locale=en_contemporary-art-evening-auction-3?locale=en,106,0,[]
s1_10_modern-art-evening-sale-2?locale=en_contemporary-art-evening-sale-2,1050,6,"[frozenset({'you Brooke', 'Brooke'}), frozenset({'Maiden'}), frozenset({'Kim'}), frozenset({'Nights Patty', 'Patti', 'Patty', 'Patsy 7 Minutes 5', 'Patsy 7 Minutes', 'Patsy'}), frozenset({'Bubba'}), frozenset({'Brooks Betadine'})]"
s1_08_magnificent-jewels-6?locale=en,29,6,"[frozenset({'McDonough'}), frozenset({'Anna'}), frozenset({""Robin Robin's"", 'Robin Robin', 'Robinette'}), frozenset({'Jim'}), frozenset({'Joanna Kong'}), frozenset({'phone'})]"
s1_08_magnificent-jewels-6?locale=en,101,2,"[frozenset({'Jonas B'}), frozenset({'Anna'})]"
s1_23_important-watches-3,262,4,"[frozenset({'Lee'}), frozenset({'Li'}), frozenset({'Ryan'}), frozenset({'online', 'on line'})]"
s1_23_important-watches-3,289,9,"[frozenset({'Mr. Lopez', 'Lopez'}), frozenset({'Taranis'}), frozenset({'Bennett'}), frozenset({'online'}), frozenset({'Bitter'}), frozenset({'Joanna Kong', 'Joanna', 'Rihanna'}), frozenset({'B.'}), frozenset({'phone'}), frozenset({'Sandrina'})]"
s1_08_magnificent-jewels-6?locale=en,32,3,"[frozenset({'online'}), frozenset({'Townsend'}), frozenset({'Jonas B', 'Joanna'})]"
s1_12_important-design-paris?locale=en,165,4,"[frozenset({'l e.'}), frozenset({'Mary'}), frozenset({'North'}), frozenset({'Messing', 'Messi'})]"
s1_08_magnificent-jewels-6?locale=en,51,1,[frozenset({'Kelly'})]
s1_33_the-now-evening-auction?locale=en_contemporary-art-evening-auction-3?locale=en,132,0,[]
s1_22_surrealism-and-its-legacy?locale=en_,5,7,"[frozenset({'Claudia'}), frozenset({'Sunny Leone'}), frozenset({'Joseph', 'Joseph cycle', 'Joseph Avenue'}), frozenset({'Helena', 'West Helena Newman', 'Helen', 'Helena Newman'}), frozenset({'Simon'}), frozenset({'phone'}), frozenset({'Psycho Killer'})]"
s1_10_modern-art-evening-sale-2?locale=en_contemporary-art-evening-sale-2,2115,8,"[frozenset({'Makita Bentley'}), frozenset({'Jen'}), frozenset({'Demi Moore'}), frozenset({'Emily'}), frozenset({'online'}), frozenset({'Janet'}), frozenset({'David', 'David French million', 'David French'}), frozenset({'Eddie'})]"
s1_12_important-design-paris?locale=en,85,0,[]
s1_12_important-design-paris?locale=en,155,2,"[frozenset({'Evan WWE'}), frozenset({'phone'})]"
s1_28_master-paintings-sculpture-part-i_,23,4,"[frozenset({'Simone'}), frozenset({'John'}), frozenset({'Bowie'}), frozenset({'Saint'})]"
s1_04_american-visionary-the-collection-of-mrs-john-l-marion?locale=en_contemporary-art-evening-auction?locale=en+impressionist-modern-art-evening-sale_,1015,1,[frozenset({'Julian'})]
s1_08_magnificent-jewels-6?locale=en,18,1,[frozenset({'phone'})]
s1_23_important-watches-3,346,0,[]
s1_08_magnificent-jewels-6?locale=en,90,2,"[frozenset({'online'}), frozenset({'phone'})]"
s1_12_important-design-paris?locale=en,86,6,"[frozenset({'Down'}), frozenset({'Shelby'}), frozenset({'Akbar'}), frozenset({'Khan Zaman'}), frozenset({'Call Janine', 'online', 'Janine', 'Addison Mizner', 'Daniel song', 'Daniel', 'Daniel song.', 'on line'}), frozenset({'Mike'})]"
s1_14_karl-karl-lagerfelds-estate?locale=en,45,7,"[frozenset({'Alistair'}), frozenset({'Evangelina'}), frozenset({'Bunny'}), frozenset({'online'}), frozenset({'McAllen'}), frozenset({'Desmond'}), frozenset({'Lola'})]"
s1_08_magnificent-jewels-6?locale=en,201,2,"[frozenset({'Manchester'}), frozenset({'Craig'})]"
s1_12_important-design-paris?locale=en,174,3,"[frozenset({'Catwoman'}), frozenset({'telephone', 'phone'}), frozenset({'Tom Dixon'})]"
s1_23_important-watches-3,364,1,[frozenset({'Max'})]
s1_28_master-paintings-sculpture-part-i_,8,2,"[frozenset({'Joe'}), frozenset({'Antichrist'})]"
s1_30_past-forward?locale=en_modernites,121,0,[]
s1_30_past-forward?locale=en_modernites,116,1,[frozenset({'I29'})]
s1_08_magnificent-jewels-6?locale=en,188,0,[]
s1_30_past-forward?locale=en_modernites,118,2,"[frozenset({'Diso'}), frozenset({'Ahsoka Tano'})]"
s1_12_important-design-paris?locale=en,151,1,[frozenset({'Williamson'})]
s1_08_magnificent-jewels-6?locale=en,98,9,"[frozenset({'Chelsea F-100'}), frozenset({'Diamond brooch Again', 'Diamond brooch'}), frozenset({'Anna', 'Joanna', 'Joanne'}), frozenset({'Phillip'}), frozenset({'B.'}), frozenset({'Drane'}), frozenset({'gentleman'}), frozenset({'phone'}), frozenset({'Catherine'})]"
s1_12_important-design-paris?locale=en,11,0,[]
s1_12_important-design-paris?locale=en,106,0,[]
s1_10_modern-art-evening-sale-2?locale=en_contemporary-art-evening-sale-2,1034,4,"[frozenset({'online'}), frozenset({'Los Johnson'}), frozenset({'Palmistry Heidi'}), frozenset({'Mildred'})]"
s1_14_karl-karl-lagerfelds-estate?locale=en,42,10,"[frozenset({'Al'}), frozenset({'Pablo'}), frozenset({'Messi Bookoo'}), frozenset({'Sasso'}), frozenset({'Simon', 'Simon Roku'}), frozenset({'online'}), frozenset({'Deez Nuts'}), frozenset({'Camille'}), frozenset({'Cousin'}), frozenset({'phone'})]"
s1_08_magnificent-jewels-6?locale=en,148,0,[]
s1_29_british-art-modern-contemporary+modern-contemporary-art-evening-sale,116,3,"[frozenset({'Sam'}), frozenset({'Valen'}), frozenset({'Brooke'})]"
s1_14_karl-karl-lagerfelds-estate?locale=en,44,4,"[frozenset({'Kansai'}), frozenset({'Sammy Sosa'}), frozenset({'Mille Mille', 'Mille'}), frozenset({'6000li bac2000'})]"
s1_30_past-forward?locale=en_modernites,12,0,[]
s1_14_karl-karl-lagerfelds-estate?locale=en,55,0,[]
s1_08_magnificent-jewels-6?locale=en,14,3,"[frozenset({'online'}), frozenset({'Leonard'}), frozenset({'phone'})]"
s1_23_important-watches-3,373,1,"[frozenset({'telephone', 'phone'})]"
s1_29_british-art-modern-contemporary+modern-contemporary-art-evening-sale,8,1,[frozenset({'Alex'})]
s1_29_british-art-modern-contemporary+modern-contemporary-art-evening-sale,32,8,"[frozenset({'Amy'}), frozenset({'Thomas Baker'}), frozenset({'online'}), frozenset({'Richard Lane'}), frozenset({'Visa', 'Denison', 'Lisa', 'Lisa Dennison'}), frozenset({'Pitter'}), frozenset({'sir'}), frozenset({'gentleman'})]"
s1_23_important-watches-3,231,2,"[frozenset({'online'}), frozenset({'Ruth'})]"
s1_10_modern-art-evening-sale-2?locale=en_contemporary-art-evening-sale-2,2103,6,"[frozenset({'Felix'}), frozenset({'Alex'}), frozenset({'online'}), frozenset({'lady'}), frozenset({'Daniel Freeman'}), frozenset({'De novio de Mildred', 'Mildred'})]"
s1_04_american-visionary-the-collection-of-mrs-john-l-marion?locale=en_contemporary-art-evening-auction?locale=en+impressionist-modern-art-evening-sale_,106,1,[frozenset({'Add Family'})]
s1_29_british-art-modern-contemporary+modern-contemporary-art-evening-sale,26,2,"[frozenset({'Charlie'}), frozenset({'Lisa'})]"
s1_08_magnificent-jewels-6?locale=en,71,3,"[frozenset({'Livia', 'Olivia'}), frozenset({'Yvonne'}), frozenset({'Shay'})]"
s1_12_important-design-paris?locale=en,113,1,[frozenset({'online'})]
s1_33_the-now-evening-auction?locale=en_contemporary-art-evening-auction-3?locale=en,4,0,[]
s1_12_important-design-paris?locale=en,12,0,[]
s1_23_important-watches-3,413,2,"[frozenset({'online'}), frozenset({'Thousand Oaks'})]"
s1_23_important-watches-3,357,1,[frozenset({'Sarah'})]
s1_29_british-art-modern-contemporary+modern-contemporary-art-evening-sale,16,2,"[frozenset({'Francis'}), frozenset({'Christie', 'Christie head'})]"
s1_30_past-forward?locale=en_modernites,127,3,"[frozenset({'Adesanya'}), frozenset({'Tiffany'}), frozenset({'Idris Elba'})]"
s1_23_important-watches-3,295,2,"[frozenset({'Sweet'}), frozenset({'Rich', 'Richard'})]"
s1_23_important-watches-3,286,4,"[frozenset({'online'}), frozenset({'Bid'}), frozenset({'Janet'}), frozenset({'phone'})]"
s1_18_art-contemporain-evening-sale-2?locale=en_,5,4,"[frozenset({'Assault', 's s. I', 'Euros'}), frozenset({'Papa'}), frozenset({'online'}), frozenset({'telephone', 'phone'})]"
s1_23_important-watches-3,414,1,"[frozenset({'telephone', 'phone'})]"
s1_29_british-art-modern-contemporary+modern-contemporary-art-evening-sale,164,3,"[frozenset({'Greg'}), frozenset({'Patty', 'Patsy', 'Patti'}), frozenset({'Tai Chi'})]"
s1_29_british-art-modern-contemporary+modern-contemporary-art-evening-sale,158,2,"[frozenset({'Avon'}), frozenset({'phone'})]"
s1_28_master-paintings-sculpture-part-i_,21,0,[]
s1_23_important-watches-3,365,0,[]
s1_12_important-design-paris?locale=en,44,1,[frozenset({'phone'})]
s1_33_the-now-evening-auction?locale=en_contemporary-art-evening-auction-3?locale=en,123,3,"[frozenset({'Greg'}), frozenset({'Manzoni'}), frozenset({'Piero', 'Peter'})]"
s1_29_british-art-modern-contemporary+modern-contemporary-art-evening-sale,117,1,[frozenset({'Nacho'})]
s1_08_magnificent-jewels-6?locale=en,104,5,"[frozenset({'Ben'}), frozenset({'online'}), frozenset({'Advanced'}), frozenset({'Frank'}), frozenset({'phone'})]"
s1_04_american-visionary-the-collection-of-mrs-john-l-marion?locale=en_contemporary-art-evening-auction?locale=en+impressionist-modern-art-evening-sale_,123,4,"[frozenset({'Patty Wong'}), frozenset({'online'}), frozenset({'Lisa', 'Lisa Dennison'}), frozenset({'Eliza'})]"
s1_12_important-design-paris?locale=en,77,1,[frozenset({'Shelby'})]
s1_12_important-design-paris?locale=en,107,2,"[frozenset({'Nathaniel'}), frozenset({'AJ Kaiser'})]"
s1_08_magnificent-jewels-6?locale=en,7,3,"[frozenset({'online'}), frozenset({'Frank'}), frozenset({'phone'})]"
s1_12_important-design-paris?locale=en,1,0,[]
s1_04_american-visionary-the-collection-of-mrs-john-l-marion?locale=en_contemporary-art-evening-auction?locale=en+impressionist-modern-art-evening-sale_,124,0,[]
s1_29_british-art-modern-contemporary+modern-contemporary-art-evening-sale,17,0,[]
s1_33_the-now-evening-auction?locale=en_contemporary-art-evening-auction-3?locale=en,126,0,[]
s1_14_karl-karl-lagerfelds-estate?locale=en,47,5,"[frozenset({'Me Mira Loma', 'Mira Loma'}), frozenset({'Hall'}), frozenset({'online'}), frozenset({'Mill'}), frozenset({'phone'})]"
s1_10_modern-art-evening-sale-2?locale=en_contemporary-art-evening-sale-2,1053,10,"[frozenset({'Florence'}), frozenset({'Felix'}), frozenset({'Timothy'}), frozenset({'Jenny'}), frozenset({'Chance'}), frozenset({'Antonio Freeman', 'Freeman'}), frozenset({'Shelly'}), frozenset({'Simon'}), frozenset({'Jewels'}), frozenset({'Mouse'})]"
s1_30_past-forward?locale=en_modernites,103,4,"[frozenset({'Suite'}), frozenset({'Helena'}), frozenset({'Jimmy John', ""Jimmy John's""}), frozenset({'Simon'})]"
s1_29_british-art-modern-contemporary+modern-contemporary-art-evening-sale,122,3,"[frozenset({'Jeff Koons'}), frozenset({'Shrager'}), frozenset({'David Trader', 'David'})]"
s1_18_art-contemporain-evening-sale-2?locale=en_,21,2,"[frozenset({'Euros'}), frozenset({'1950s Orchestra'})]"
s1_23_important-watches-3,329,1,[frozenset({'Joanna'})]
s1_04_american-visionary-the-collection-of-mrs-john-l-marion?locale=en_contemporary-art-evening-auction?locale=en+impressionist-modern-art-evening-sale_,1026,1,[frozenset({'Emelin'})]
s1_23_important-watches-3,219,5,"[frozenset({'online'}), frozenset({'Bid'}), frozenset({'Ryan'}), frozenset({'Paul Newman Daytona', 'Paul Newman'}), frozenset({'phone'})]"
s1_12_important-design-paris?locale=en,159,4,"[frozenset({'Batman'}), frozenset({'phone'}), frozenset({'Biotin'}), frozenset({'Adam Adam'})]"
s1_28_master-paintings-sculpture-part-i_,40,2,"[frozenset({'Joseph', 'Joe'}), frozenset({'Louise', 'David', 'David and Louise'})]"
s1_29_british-art-modern-contemporary+modern-contemporary-art-evening-sale,152,3,"[frozenset({'Alex'}), frozenset({'online'}), frozenset({'Hugo'})]"
s1_23_important-watches-3,412,1,[frozenset({'online'})]
s1_08_magnificent-jewels-6?locale=en,56,5,"[frozenset({'Christian'}), frozenset({'Francis'}), frozenset({'online'}), frozenset({'telephone', 'phone'}), frozenset({'Olivia Olivia', 'Olivier', 'Olivia'})]"
